product_type,tenor,disb_month_adj,wo_claw_adj
SPL,3,5/31/2024,8/31/2023
SPL,3,5/31/2024,9/30/2023
SPL,3,5/31/2024,10/31/2023
SPL,3,5/31/2024,11/30/2023
SPL,3,5/31/2024,12/31/2023
SPL,3,5/31/2024,1/31/2024
SPL,3,5/31/2024,2/29/2024
SPL,3,5/31/2024,3/31/2024
SPL,3,5/31/2024,4/30/2024
SPL,3,5/31/2024,5/31/2024
SPL,6,6/30/2021,6/30/2021
SPL,6,6/30/2021,7/31/2021
SPL,6,6/30/2021,8/31/2021
SPL,6,6/30/2021,9/30/2021
SPL,6,6/30/2021,10/31/2021
SPL,6,6/30/2021,11/30/2021
SPL,6,6/30/2021,12/31/2021
SPL,6,6/30/2021,1/31/2022
SPL,6,6/30/2021,2/28/2022
SPL,6,6/30/2021,3/31/2022
SPL,6,6/30/2021,4/30/2022
SPL,6,6/30/2021,5/31/2022
SPL,6,6/30/2021,6/30/2022
SPL,6,6/30/2021,7/31/2022
SPL,6,6/30/2021,8/31/2022
SPL,6,6/30/2021,9/30/2022
SPL,6,6/30/2021,10/31/2022
SPL,6,6/30/2021,11/30/2022
SPL,6,6/30/2021,12/31/2022
SPL,6,6/30/2021,1/31/2023
SPL,6,6/30/2021,2/28/2023
SPL,6,6/30/2021,3/31/2023
SPL,6,6/30/2021,4/30/2023
SPL,6,6/30/2021,5/31/2023
SPL,6,6/30/2021,6/30/2023
SPL,6,6/30/2021,7/31/2023
SPL,6,6/30/2021,8/31/2023
SPL,6,6/30/2021,9/30/2023
SPL,6,6/30/2021,10/31/2023
SPL,6,6/30/2021,11/30/2023
SPL,6,6/30/2021,12/31/2023
SPL,6,6/30/2021,1/31/2024
SPL,6,6/30/2021,2/29/2024
SPL,6,6/30/2021,3/31/2024
SPL,6,6/30/2021,4/30/2024
SPL,6,6/30/2021,5/31/2024
SPL,6,7/31/2021,6/30/2021
SPL,6,7/31/2021,7/31/2021
SPL,6,7/31/2021,8/31/2021
SPL,6,7/31/2021,9/30/2021
SPL,6,7/31/2021,10/31/2021
SPL,6,7/31/2021,11/30/2021
SPL,6,7/31/2021,12/31/2021
SPL,6,7/31/2021,1/31/2022
SPL,6,7/31/2021,2/28/2022
SPL,6,7/31/2021,3/31/2022
SPL,6,7/31/2021,4/30/2022
SPL,6,7/31/2021,5/31/2022
SPL,6,7/31/2021,6/30/2022
SPL,6,7/31/2021,7/31/2022
SPL,6,7/31/2021,8/31/2022
SPL,6,7/31/2021,9/30/2022
SPL,6,7/31/2021,10/31/2022
SPL,6,7/31/2021,11/30/2022
SPL,6,7/31/2021,12/31/2022
SPL,6,7/31/2021,1/31/2023
SPL,6,7/31/2021,2/28/2023
SPL,6,7/31/2021,3/31/2023
SPL,6,7/31/2021,4/30/2023
SPL,6,7/31/2021,5/31/2023
SPL,6,7/31/2021,6/30/2023
SPL,6,7/31/2021,7/31/2023
SPL,6,7/31/2021,8/31/2023
SPL,6,7/31/2021,9/30/2023
SPL,6,7/31/2021,10/31/2023
SPL,6,7/31/2021,11/30/2023
SPL,6,7/31/2021,12/31/2023
SPL,6,7/31/2021,1/31/2024
SPL,6,7/31/2021,2/29/2024
SPL,6,7/31/2021,3/31/2024
SPL,6,7/31/2021,4/30/2024
SPL,6,7/31/2021,5/31/2024
SPL,6,8/31/2021,6/30/2021
SPL,6,8/31/2021,7/31/2021
SPL,6,8/31/2021,8/31/2021
SPL,6,8/31/2021,9/30/2021
SPL,6,8/31/2021,10/31/2021
SPL,6,8/31/2021,11/30/2021
SPL,6,8/31/2021,12/31/2021
SPL,6,8/31/2021,1/31/2022
SPL,6,8/31/2021,2/28/2022
SPL,6,8/31/2021,3/31/2022
SPL,6,8/31/2021,4/30/2022
SPL,6,8/31/2021,5/31/2022
SPL,6,8/31/2021,6/30/2022
SPL,6,8/31/2021,7/31/2022
SPL,6,8/31/2021,8/31/2022
SPL,6,8/31/2021,9/30/2022
SPL,6,8/31/2021,10/31/2022
SPL,6,8/31/2021,11/30/2022
SPL,6,8/31/2021,12/31/2022
SPL,6,8/31/2021,1/31/2023
SPL,6,8/31/2021,2/28/2023
SPL,6,8/31/2021,3/31/2023
SPL,6,8/31/2021,4/30/2023
SPL,6,8/31/2021,5/31/2023
SPL,6,8/31/2021,6/30/2023
SPL,6,8/31/2021,7/31/2023
SPL,6,8/31/2021,8/31/2023
SPL,6,8/31/2021,9/30/2023
SPL,6,8/31/2021,10/31/2023
SPL,6,8/31/2021,11/30/2023
SPL,6,8/31/2021,12/31/2023
SPL,6,8/31/2021,1/31/2024
SPL,6,8/31/2021,2/29/2024
SPL,6,8/31/2021,3/31/2024
SPL,6,8/31/2021,4/30/2024
SPL,6,8/31/2021,5/31/2024
SPL,6,9/30/2021,6/30/2021
SPL,6,9/30/2021,7/31/2021
SPL,6,9/30/2021,8/31/2021
SPL,6,9/30/2021,9/30/2021
SPL,6,9/30/2021,10/31/2021
SPL,6,9/30/2021,11/30/2021
SPL,6,9/30/2021,12/31/2021
SPL,6,9/30/2021,1/31/2022
SPL,6,9/30/2021,2/28/2022
SPL,6,9/30/2021,3/31/2022
SPL,6,9/30/2021,4/30/2022
SPL,6,9/30/2021,5/31/2022
SPL,6,9/30/2021,6/30/2022
SPL,6,9/30/2021,7/31/2022
SPL,6,9/30/2021,8/31/2022
SPL,6,9/30/2021,9/30/2022
SPL,6,9/30/2021,10/31/2022
SPL,6,9/30/2021,11/30/2022
SPL,6,9/30/2021,12/31/2022
SPL,6,9/30/2021,1/31/2023
SPL,6,9/30/2021,2/28/2023
SPL,6,9/30/2021,3/31/2023
SPL,6,9/30/2021,4/30/2023
SPL,6,9/30/2021,5/31/2023
SPL,6,9/30/2021,6/30/2023
SPL,6,9/30/2021,7/31/2023
SPL,6,9/30/2021,8/31/2023
SPL,6,9/30/2021,9/30/2023
SPL,6,9/30/2021,10/31/2023
SPL,6,9/30/2021,11/30/2023
SPL,6,9/30/2021,12/31/2023
SPL,6,9/30/2021,1/31/2024
SPL,6,9/30/2021,2/29/2024
SPL,6,9/30/2021,3/31/2024
SPL,6,9/30/2021,4/30/2024
SPL,6,9/30/2021,5/31/2024
SPL,6,10/31/2021,6/30/2021
SPL,6,10/31/2021,7/31/2021
SPL,6,10/31/2021,8/31/2021
SPL,6,10/31/2021,9/30/2021
SPL,6,10/31/2021,10/31/2021
SPL,6,10/31/2021,11/30/2021
SPL,6,10/31/2021,12/31/2021
SPL,6,10/31/2021,1/31/2022
SPL,6,10/31/2021,2/28/2022
SPL,6,10/31/2021,3/31/2022
SPL,6,10/31/2021,4/30/2022
SPL,6,10/31/2021,5/31/2022
SPL,6,10/31/2021,6/30/2022
SPL,6,10/31/2021,7/31/2022
SPL,6,10/31/2021,8/31/2022
SPL,6,10/31/2021,9/30/2022
SPL,6,10/31/2021,10/31/2022
SPL,6,10/31/2021,11/30/2022
SPL,6,10/31/2021,12/31/2022
SPL,6,10/31/2021,1/31/2023
SPL,6,10/31/2021,2/28/2023
SPL,6,10/31/2021,3/31/2023
SPL,6,10/31/2021,4/30/2023
SPL,6,10/31/2021,5/31/2023
SPL,6,10/31/2021,6/30/2023
SPL,6,10/31/2021,7/31/2023
SPL,6,10/31/2021,8/31/2023
SPL,6,10/31/2021,9/30/2023
SPL,6,10/31/2021,10/31/2023
SPL,6,10/31/2021,11/30/2023
SPL,6,10/31/2021,12/31/2023
SPL,6,10/31/2021,1/31/2024
SPL,6,10/31/2021,2/29/2024
SPL,6,10/31/2021,3/31/2024
SPL,6,10/31/2021,4/30/2024
SPL,6,10/31/2021,5/31/2024
SPL,6,11/30/2021,6/30/2021
SPL,6,11/30/2021,7/31/2021
SPL,6,11/30/2021,8/31/2021
SPL,6,11/30/2021,9/30/2021
SPL,6,11/30/2021,10/31/2021
SPL,6,11/30/2021,11/30/2021
SPL,6,11/30/2021,12/31/2021
SPL,6,11/30/2021,1/31/2022
SPL,6,11/30/2021,2/28/2022
SPL,6,11/30/2021,3/31/2022
SPL,6,11/30/2021,4/30/2022
SPL,6,11/30/2021,5/31/2022
SPL,6,11/30/2021,6/30/2022
SPL,6,11/30/2021,7/31/2022
SPL,6,11/30/2021,8/31/2022
SPL,6,11/30/2021,9/30/2022
SPL,6,11/30/2021,10/31/2022
SPL,6,11/30/2021,11/30/2022
SPL,6,11/30/2021,12/31/2022
SPL,6,11/30/2021,1/31/2023
SPL,6,11/30/2021,2/28/2023
SPL,6,11/30/2021,3/31/2023
SPL,6,11/30/2021,4/30/2023
SPL,6,11/30/2021,5/31/2023
SPL,6,11/30/2021,6/30/2023
SPL,6,11/30/2021,7/31/2023
SPL,6,11/30/2021,8/31/2023
SPL,6,11/30/2021,9/30/2023
SPL,6,11/30/2021,10/31/2023
SPL,6,11/30/2021,11/30/2023
SPL,6,11/30/2021,12/31/2023
SPL,6,11/30/2021,1/31/2024
SPL,6,11/30/2021,2/29/2024
SPL,6,11/30/2021,3/31/2024
SPL,6,11/30/2021,4/30/2024
SPL,6,11/30/2021,5/31/2024
SPL,6,12/31/2021,6/30/2021
SPL,6,12/31/2021,7/31/2021
SPL,6,12/31/2021,8/31/2021
SPL,6,12/31/2021,9/30/2021
SPL,6,12/31/2021,10/31/2021
SPL,6,12/31/2021,11/30/2021
SPL,6,12/31/2021,12/31/2021
SPL,6,12/31/2021,1/31/2022
SPL,6,12/31/2021,2/28/2022
SPL,6,12/31/2021,3/31/2022
SPL,6,12/31/2021,4/30/2022
SPL,6,12/31/2021,5/31/2022
SPL,6,12/31/2021,6/30/2022
SPL,6,12/31/2021,7/31/2022
SPL,6,12/31/2021,8/31/2022
SPL,6,12/31/2021,9/30/2022
SPL,6,12/31/2021,10/31/2022
SPL,6,12/31/2021,11/30/2022
SPL,6,12/31/2021,12/31/2022
SPL,6,12/31/2021,1/31/2023
SPL,6,12/31/2021,2/28/2023
SPL,6,12/31/2021,3/31/2023
SPL,6,12/31/2021,4/30/2023
SPL,6,12/31/2021,5/31/2023
SPL,6,12/31/2021,6/30/2023
SPL,6,12/31/2021,7/31/2023
SPL,6,12/31/2021,8/31/2023
SPL,6,12/31/2021,9/30/2023
SPL,6,12/31/2021,10/31/2023
SPL,6,12/31/2021,11/30/2023
SPL,6,12/31/2021,12/31/2023
SPL,6,12/31/2021,1/31/2024
SPL,6,12/31/2021,2/29/2024
SPL,6,12/31/2021,3/31/2024
SPL,6,12/31/2021,4/30/2024
SPL,6,12/31/2021,5/31/2024
SPL,6,1/31/2022,6/30/2021
SPL,6,1/31/2022,7/31/2021
SPL,6,1/31/2022,8/31/2021
SPL,6,1/31/2022,9/30/2021
SPL,6,1/31/2022,10/31/2021
SPL,6,1/31/2022,11/30/2021
SPL,6,1/31/2022,12/31/2021
SPL,6,1/31/2022,1/31/2022
SPL,6,1/31/2022,2/28/2022
SPL,6,1/31/2022,3/31/2022
SPL,6,1/31/2022,4/30/2022
SPL,6,1/31/2022,5/31/2022
SPL,6,1/31/2022,6/30/2022
SPL,6,1/31/2022,7/31/2022
SPL,6,1/31/2022,8/31/2022
SPL,6,1/31/2022,9/30/2022
SPL,6,1/31/2022,10/31/2022
SPL,6,1/31/2022,11/30/2022
SPL,6,1/31/2022,12/31/2022
SPL,6,1/31/2022,1/31/2023
SPL,6,1/31/2022,2/28/2023
SPL,6,1/31/2022,3/31/2023
SPL,6,1/31/2022,4/30/2023
SPL,6,1/31/2022,5/31/2023
SPL,6,1/31/2022,6/30/2023
SPL,6,1/31/2022,7/31/2023
SPL,6,1/31/2022,8/31/2023
SPL,6,1/31/2022,9/30/2023
SPL,6,1/31/2022,10/31/2023
SPL,6,1/31/2022,11/30/2023
SPL,6,1/31/2022,12/31/2023
SPL,6,1/31/2022,1/31/2024
SPL,6,1/31/2022,2/29/2024
SPL,6,1/31/2022,3/31/2024
SPL,6,1/31/2022,4/30/2024
SPL,6,1/31/2022,5/31/2024
SPL,6,2/28/2022,6/30/2021
SPL,6,2/28/2022,7/31/2021
SPL,6,2/28/2022,8/31/2021
SPL,6,2/28/2022,9/30/2021
SPL,6,2/28/2022,10/31/2021
SPL,6,2/28/2022,11/30/2021
SPL,6,2/28/2022,12/31/2021
SPL,6,2/28/2022,1/31/2022
SPL,6,2/28/2022,2/28/2022
SPL,6,2/28/2022,3/31/2022
SPL,6,2/28/2022,4/30/2022
SPL,6,2/28/2022,5/31/2022
SPL,6,2/28/2022,6/30/2022
SPL,6,2/28/2022,7/31/2022
SPL,6,2/28/2022,8/31/2022
SPL,6,2/28/2022,9/30/2022
SPL,6,2/28/2022,10/31/2022
SPL,6,2/28/2022,11/30/2022
SPL,6,2/28/2022,12/31/2022
SPL,6,2/28/2022,1/31/2023
SPL,6,2/28/2022,2/28/2023
SPL,6,2/28/2022,3/31/2023
SPL,6,2/28/2022,4/30/2023
SPL,6,2/28/2022,5/31/2023
SPL,6,2/28/2022,6/30/2023
SPL,6,2/28/2022,7/31/2023
SPL,6,2/28/2022,8/31/2023
SPL,6,2/28/2022,9/30/2023
SPL,6,2/28/2022,10/31/2023
SPL,6,2/28/2022,11/30/2023
SPL,6,2/28/2022,12/31/2023
SPL,6,2/28/2022,1/31/2024
SPL,6,2/28/2022,2/29/2024
SPL,6,2/28/2022,3/31/2024
SPL,6,2/28/2022,4/30/2024
SPL,6,2/28/2022,5/31/2024
SPL,6,3/31/2022,6/30/2021
SPL,6,3/31/2022,7/31/2021
SPL,6,3/31/2022,8/31/2021
SPL,6,3/31/2022,9/30/2021
SPL,6,3/31/2022,10/31/2021
SPL,6,3/31/2022,11/30/2021
SPL,6,3/31/2022,12/31/2021
SPL,6,3/31/2022,1/31/2022
SPL,6,3/31/2022,2/28/2022
SPL,6,3/31/2022,3/31/2022
SPL,6,3/31/2022,4/30/2022
SPL,6,3/31/2022,5/31/2022
SPL,6,3/31/2022,6/30/2022
SPL,6,3/31/2022,7/31/2022
SPL,6,3/31/2022,8/31/2022
SPL,6,3/31/2022,9/30/2022
SPL,6,3/31/2022,10/31/2022
SPL,6,3/31/2022,11/30/2022
SPL,6,3/31/2022,12/31/2022
SPL,6,3/31/2022,1/31/2023
SPL,6,3/31/2022,2/28/2023
SPL,6,3/31/2022,3/31/2023
SPL,6,3/31/2022,4/30/2023
SPL,6,3/31/2022,5/31/2023
SPL,6,3/31/2022,6/30/2023
SPL,6,3/31/2022,7/31/2023
SPL,6,3/31/2022,8/31/2023
SPL,6,3/31/2022,9/30/2023
SPL,6,3/31/2022,10/31/2023
SPL,6,3/31/2022,11/30/2023
SPL,6,3/31/2022,12/31/2023
SPL,6,3/31/2022,1/31/2024
SPL,6,3/31/2022,2/29/2024
SPL,6,3/31/2022,3/31/2024
SPL,6,3/31/2022,4/30/2024
SPL,6,3/31/2022,5/31/2024
SPL,6,4/30/2022,6/30/2021
SPL,6,4/30/2022,7/31/2021
SPL,6,4/30/2022,8/31/2021
SPL,6,4/30/2022,9/30/2021
SPL,6,4/30/2022,10/31/2021
SPL,6,4/30/2022,11/30/2021
SPL,6,4/30/2022,12/31/2021
SPL,6,4/30/2022,1/31/2022
SPL,6,4/30/2022,2/28/2022
SPL,6,4/30/2022,3/31/2022
SPL,6,4/30/2022,4/30/2022
SPL,6,4/30/2022,5/31/2022
SPL,6,4/30/2022,6/30/2022
SPL,6,4/30/2022,7/31/2022
SPL,6,4/30/2022,8/31/2022
SPL,6,4/30/2022,9/30/2022
SPL,6,4/30/2022,10/31/2022
SPL,6,4/30/2022,11/30/2022
SPL,6,4/30/2022,12/31/2022
SPL,6,4/30/2022,1/31/2023
SPL,6,4/30/2022,2/28/2023
SPL,6,4/30/2022,3/31/2023
SPL,6,4/30/2022,4/30/2023
SPL,6,4/30/2022,5/31/2023
SPL,6,4/30/2022,6/30/2023
SPL,6,4/30/2022,7/31/2023
SPL,6,4/30/2022,8/31/2023
SPL,6,4/30/2022,9/30/2023
SPL,6,4/30/2022,10/31/2023
SPL,6,4/30/2022,11/30/2023
SPL,6,4/30/2022,12/31/2023
SPL,6,4/30/2022,1/31/2024
SPL,6,4/30/2022,2/29/2024
SPL,6,4/30/2022,3/31/2024
SPL,6,4/30/2022,4/30/2024
SPL,6,4/30/2022,5/31/2024
SPL,6,5/31/2022,6/30/2021
SPL,6,5/31/2022,7/31/2021
SPL,6,5/31/2022,8/31/2021
SPL,6,5/31/2022,9/30/2021
SPL,6,5/31/2022,10/31/2021
SPL,6,5/31/2022,11/30/2021
SPL,6,5/31/2022,12/31/2021
SPL,6,5/31/2022,1/31/2022
SPL,6,5/31/2022,2/28/2022
SPL,6,5/31/2022,3/31/2022
SPL,6,5/31/2022,4/30/2022
SPL,6,5/31/2022,5/31/2022
SPL,6,5/31/2022,6/30/2022
SPL,6,5/31/2022,7/31/2022
SPL,6,5/31/2022,8/31/2022
SPL,6,5/31/2022,9/30/2022
SPL,6,5/31/2022,10/31/2022
SPL,6,5/31/2022,11/30/2022
SPL,6,5/31/2022,12/31/2022
SPL,6,5/31/2022,1/31/2023
SPL,6,5/31/2022,2/28/2023
SPL,6,5/31/2022,3/31/2023
SPL,6,5/31/2022,4/30/2023
SPL,6,5/31/2022,5/31/2023
SPL,6,5/31/2022,6/30/2023
SPL,6,5/31/2022,7/31/2023
SPL,6,5/31/2022,8/31/2023
SPL,6,5/31/2022,9/30/2023
SPL,6,5/31/2022,10/31/2023
SPL,6,5/31/2022,11/30/2023
SPL,6,5/31/2022,12/31/2023
SPL,6,5/31/2022,1/31/2024
SPL,6,5/31/2022,2/29/2024
SPL,6,5/31/2022,3/31/2024
SPL,6,5/31/2022,4/30/2024
SPL,6,5/31/2022,5/31/2024
SPL,6,6/30/2022,6/30/2021
SPL,6,6/30/2022,7/31/2021
SPL,6,6/30/2022,8/31/2021
SPL,6,6/30/2022,9/30/2021
SPL,6,6/30/2022,10/31/2021
SPL,6,6/30/2022,11/30/2021
SPL,6,6/30/2022,12/31/2021
SPL,6,6/30/2022,1/31/2022
SPL,6,6/30/2022,2/28/2022
SPL,6,6/30/2022,3/31/2022
SPL,6,6/30/2022,4/30/2022
SPL,6,6/30/2022,5/31/2022
SPL,6,6/30/2022,6/30/2022
SPL,6,6/30/2022,7/31/2022
SPL,6,6/30/2022,8/31/2022
SPL,6,6/30/2022,9/30/2022
SPL,6,6/30/2022,10/31/2022
SPL,6,6/30/2022,11/30/2022
SPL,6,6/30/2022,12/31/2022
SPL,6,6/30/2022,1/31/2023
SPL,6,6/30/2022,2/28/2023
SPL,6,6/30/2022,3/31/2023
SPL,6,6/30/2022,4/30/2023
SPL,6,6/30/2022,5/31/2023
SPL,6,6/30/2022,6/30/2023
SPL,6,6/30/2022,7/31/2023
SPL,6,6/30/2022,8/31/2023
SPL,6,6/30/2022,9/30/2023
SPL,6,6/30/2022,10/31/2023
SPL,6,6/30/2022,11/30/2023
SPL,6,6/30/2022,12/31/2023
SPL,6,6/30/2022,1/31/2024
SPL,6,6/30/2022,2/29/2024
SPL,6,6/30/2022,3/31/2024
SPL,6,6/30/2022,4/30/2024
SPL,6,6/30/2022,5/31/2024
SPL,6,7/31/2022,6/30/2021
SPL,6,7/31/2022,7/31/2021
SPL,6,7/31/2022,8/31/2021
SPL,6,7/31/2022,9/30/2021
SPL,6,7/31/2022,10/31/2021
SPL,6,7/31/2022,11/30/2021
SPL,6,7/31/2022,12/31/2021
SPL,6,7/31/2022,1/31/2022
SPL,6,7/31/2022,2/28/2022
SPL,6,7/31/2022,3/31/2022
SPL,6,7/31/2022,4/30/2022
SPL,6,7/31/2022,5/31/2022
SPL,6,7/31/2022,6/30/2022
SPL,6,7/31/2022,7/31/2022
SPL,6,7/31/2022,8/31/2022
SPL,6,7/31/2022,9/30/2022
SPL,6,7/31/2022,10/31/2022
SPL,6,7/31/2022,11/30/2022
SPL,6,7/31/2022,12/31/2022
SPL,6,7/31/2022,1/31/2023
SPL,6,7/31/2022,2/28/2023
SPL,6,7/31/2022,3/31/2023
SPL,6,7/31/2022,4/30/2023
SPL,6,7/31/2022,5/31/2023
SPL,6,7/31/2022,6/30/2023
SPL,6,7/31/2022,7/31/2023
SPL,6,7/31/2022,8/31/2023
SPL,6,7/31/2022,9/30/2023
SPL,6,7/31/2022,10/31/2023
SPL,6,7/31/2022,11/30/2023
SPL,6,7/31/2022,12/31/2023
SPL,6,7/31/2022,1/31/2024
SPL,6,7/31/2022,2/29/2024
SPL,6,7/31/2022,3/31/2024
SPL,6,7/31/2022,4/30/2024
SPL,6,7/31/2022,5/31/2024
SPL,6,8/31/2022,6/30/2021
SPL,6,8/31/2022,7/31/2021
SPL,6,8/31/2022,8/31/2021
SPL,6,8/31/2022,9/30/2021
SPL,6,8/31/2022,10/31/2021
SPL,6,8/31/2022,11/30/2021
SPL,6,8/31/2022,12/31/2021
SPL,6,8/31/2022,1/31/2022
SPL,6,8/31/2022,2/28/2022
SPL,6,8/31/2022,3/31/2022
SPL,6,8/31/2022,4/30/2022
SPL,6,8/31/2022,5/31/2022
SPL,6,8/31/2022,6/30/2022
SPL,6,8/31/2022,7/31/2022
SPL,6,8/31/2022,8/31/2022
SPL,6,8/31/2022,9/30/2022
SPL,6,8/31/2022,10/31/2022
SPL,6,8/31/2022,11/30/2022
SPL,6,8/31/2022,12/31/2022
SPL,6,8/31/2022,1/31/2023
SPL,6,8/31/2022,2/28/2023
SPL,6,8/31/2022,3/31/2023
SPL,6,8/31/2022,4/30/2023
SPL,6,8/31/2022,5/31/2023
SPL,6,8/31/2022,6/30/2023
SPL,6,8/31/2022,7/31/2023
SPL,6,8/31/2022,8/31/2023
SPL,6,8/31/2022,9/30/2023
SPL,6,8/31/2022,10/31/2023
SPL,6,8/31/2022,11/30/2023
SPL,6,8/31/2022,12/31/2023
SPL,6,8/31/2022,1/31/2024
SPL,6,8/31/2022,2/29/2024
SPL,6,8/31/2022,3/31/2024
SPL,6,8/31/2022,4/30/2024
SPL,6,8/31/2022,5/31/2024
SPL,6,9/30/2022,6/30/2021
SPL,6,9/30/2022,7/31/2021
SPL,6,9/30/2022,8/31/2021
SPL,6,9/30/2022,9/30/2021
SPL,6,9/30/2022,10/31/2021
SPL,6,9/30/2022,11/30/2021
SPL,6,9/30/2022,12/31/2021
SPL,6,9/30/2022,1/31/2022
SPL,6,9/30/2022,2/28/2022
SPL,6,9/30/2022,3/31/2022
SPL,6,9/30/2022,4/30/2022
SPL,6,9/30/2022,5/31/2022
SPL,6,9/30/2022,6/30/2022
SPL,6,9/30/2022,7/31/2022
SPL,6,9/30/2022,8/31/2022
SPL,6,9/30/2022,9/30/2022
SPL,6,9/30/2022,10/31/2022
SPL,6,9/30/2022,11/30/2022
SPL,6,9/30/2022,12/31/2022
SPL,6,9/30/2022,1/31/2023
SPL,6,9/30/2022,2/28/2023
SPL,6,9/30/2022,3/31/2023
SPL,6,9/30/2022,4/30/2023
SPL,6,9/30/2022,5/31/2023
SPL,6,9/30/2022,6/30/2023
SPL,6,9/30/2022,7/31/2023
SPL,6,9/30/2022,8/31/2023
SPL,6,9/30/2022,9/30/2023
SPL,6,9/30/2022,10/31/2023
SPL,6,9/30/2022,11/30/2023
SPL,6,9/30/2022,12/31/2023
SPL,6,9/30/2022,1/31/2024
SPL,6,9/30/2022,2/29/2024
SPL,6,9/30/2022,3/31/2024
SPL,6,9/30/2022,4/30/2024
SPL,6,9/30/2022,5/31/2024
SPL,6,10/31/2022,6/30/2021
SPL,6,10/31/2022,7/31/2021
SPL,6,10/31/2022,8/31/2021
SPL,6,10/31/2022,9/30/2021
SPL,6,10/31/2022,10/31/2021
SPL,6,10/31/2022,11/30/2021
SPL,6,10/31/2022,12/31/2021
SPL,6,10/31/2022,1/31/2022
SPL,6,10/31/2022,2/28/2022
SPL,6,10/31/2022,3/31/2022
SPL,6,10/31/2022,4/30/2022
SPL,6,10/31/2022,5/31/2022
SPL,6,10/31/2022,6/30/2022
SPL,6,10/31/2022,7/31/2022
SPL,6,10/31/2022,8/31/2022
SPL,6,10/31/2022,9/30/2022
SPL,6,10/31/2022,10/31/2022
SPL,6,10/31/2022,11/30/2022
SPL,6,10/31/2022,12/31/2022
SPL,6,10/31/2022,1/31/2023
SPL,6,10/31/2022,2/28/2023
SPL,6,10/31/2022,3/31/2023
SPL,6,10/31/2022,4/30/2023
SPL,6,10/31/2022,5/31/2023
SPL,6,10/31/2022,6/30/2023
SPL,6,10/31/2022,7/31/2023
SPL,6,10/31/2022,8/31/2023
SPL,6,10/31/2022,9/30/2023
SPL,6,10/31/2022,10/31/2023
SPL,6,10/31/2022,11/30/2023
SPL,6,10/31/2022,12/31/2023
SPL,6,10/31/2022,1/31/2024
SPL,6,10/31/2022,2/29/2024
SPL,6,10/31/2022,3/31/2024
SPL,6,10/31/2022,4/30/2024
SPL,6,10/31/2022,5/31/2024
SPL,6,11/30/2022,6/30/2021
SPL,6,11/30/2022,7/31/2021
SPL,6,11/30/2022,8/31/2021
SPL,6,11/30/2022,9/30/2021
SPL,6,11/30/2022,10/31/2021
SPL,6,11/30/2022,11/30/2021
SPL,6,11/30/2022,12/31/2021
SPL,6,11/30/2022,1/31/2022
SPL,6,11/30/2022,2/28/2022
SPL,6,11/30/2022,3/31/2022
SPL,6,11/30/2022,4/30/2022
SPL,6,11/30/2022,5/31/2022
SPL,6,11/30/2022,6/30/2022
SPL,6,11/30/2022,7/31/2022
SPL,6,11/30/2022,8/31/2022
SPL,6,11/30/2022,9/30/2022
SPL,6,11/30/2022,10/31/2022
SPL,6,11/30/2022,11/30/2022
SPL,6,11/30/2022,12/31/2022
SPL,6,11/30/2022,1/31/2023
SPL,6,11/30/2022,2/28/2023
SPL,6,11/30/2022,3/31/2023
SPL,6,11/30/2022,4/30/2023
SPL,6,11/30/2022,5/31/2023
SPL,6,11/30/2022,6/30/2023
SPL,6,11/30/2022,7/31/2023
SPL,6,11/30/2022,8/31/2023
SPL,6,11/30/2022,9/30/2023
SPL,6,11/30/2022,10/31/2023
SPL,6,11/30/2022,11/30/2023
SPL,6,11/30/2022,12/31/2023
SPL,6,11/30/2022,1/31/2024
SPL,6,11/30/2022,2/29/2024
SPL,6,11/30/2022,3/31/2024
SPL,6,11/30/2022,4/30/2024
SPL,6,11/30/2022,5/31/2024
SPL,6,12/31/2022,6/30/2021
SPL,6,12/31/2022,7/31/2021
SPL,6,12/31/2022,8/31/2021
SPL,6,12/31/2022,9/30/2021
SPL,6,12/31/2022,10/31/2021
SPL,6,12/31/2022,11/30/2021
SPL,6,12/31/2022,12/31/2021
SPL,6,12/31/2022,1/31/2022
SPL,6,12/31/2022,2/28/2022
SPL,6,12/31/2022,3/31/2022
SPL,6,12/31/2022,4/30/2022
SPL,6,12/31/2022,5/31/2022
SPL,6,12/31/2022,6/30/2022
SPL,6,12/31/2022,7/31/2022
SPL,6,12/31/2022,8/31/2022
SPL,6,12/31/2022,9/30/2022
SPL,6,12/31/2022,10/31/2022
SPL,6,12/31/2022,11/30/2022
SPL,6,12/31/2022,12/31/2022
SPL,6,12/31/2022,1/31/2023
SPL,6,12/31/2022,2/28/2023
SPL,6,12/31/2022,3/31/2023
SPL,6,12/31/2022,4/30/2023
SPL,6,12/31/2022,5/31/2023
SPL,6,12/31/2022,6/30/2023
SPL,6,12/31/2022,7/31/2023
SPL,6,12/31/2022,8/31/2023
SPL,6,12/31/2022,9/30/2023
SPL,6,12/31/2022,10/31/2023
SPL,6,12/31/2022,11/30/2023
SPL,6,12/31/2022,12/31/2023
SPL,6,12/31/2022,1/31/2024
SPL,6,12/31/2022,2/29/2024
SPL,6,12/31/2022,3/31/2024
SPL,6,12/31/2022,4/30/2024
SPL,6,12/31/2022,5/31/2024
SPL,6,1/31/2023,6/30/2021
SPL,6,1/31/2023,7/31/2021
SPL,6,1/31/2023,8/31/2021
SPL,6,1/31/2023,9/30/2021
