;BI7DR;CPI;GDP;SGRIDR;UNEMP;USDIDR;BI7DR_lag_1M;BI7DR_lag_3M;BI7DR_lag_6M;BI7DR_lag_12M;BI7DR_delta_1Q;BI7DR_delta_2Q;BI7DR_delta_3Q;BI7DR_delta_4Q;BI7DR_growth_1Q;BI7DR_growth_2Q;BI7DR_growth_3Q;BI7DR_growth_4Q;BI7DR_delta_1Q_1M;BI7DR_delta_2Q_1M;BI7DR_delta_3Q_1M;BI7DR_delta_4Q_1M;BI7DR_growth_1Q_1M;BI7DR_growth_2Q_1M;BI7DR_growth_3Q_1M;BI7DR_growth_4Q_1M;BI7DR_delta_1Q_3M;BI7DR_delta_2Q_3M;BI7DR_delta_3Q_3M;BI7DR_delta_4Q_3M;BI7DR_growth_1Q_3M;BI7DR_growth_2Q_3M;BI7DR_growth_3Q_3M;BI7DR_growth_4Q_3M;BI7DR_delta_1Q_6M;BI7DR_delta_2Q_6M;BI7DR_delta_3Q_6M;BI7DR_delta_4Q_6M;BI7DR_growth_1Q_6M;BI7DR_growth_2Q_6M;BI7DR_growth_3Q_6M;BI7DR_growth_4Q_6M;BI7DR_delta_1Q_12M;BI7DR_delta_2Q_12M;BI7DR_delta_3Q_12M;BI7DR_delta_4Q_12M;BI7DR_growth_1Q_12M;BI7DR_growth_2Q_12M;BI7DR_growth_3Q_12M;BI7DR_growth_4Q_12M;CPI_lag_1M;CPI_lag_3M;CPI_lag_6M;CPI_lag_12M;CPI_delta_1Q;CPI_delta_2Q;CPI_delta_3Q;CPI_delta_4Q;CPI_growth_1Q;CPI_growth_2Q;CPI_growth_3Q;CPI_growth_4Q;CPI_delta_1Q_1M;CPI_delta_2Q_1M;CPI_delta_3Q_1M;CPI_delta_4Q_1M;CPI_growth_1Q_1M;CPI_growth_2Q_1M;CPI_growth_3Q_1M;CPI_growth_4Q_1M;CPI_delta_1Q_3M;CPI_delta_2Q_3M;CPI_delta_3Q_3M;CPI_delta_4Q_3M;CPI_growth_1Q_3M;CPI_growth_2Q_3M;CPI_growth_3Q_3M;CPI_growth_4Q_3M;CPI_delta_1Q_6M;CPI_delta_2Q_6M;CPI_delta_3Q_6M;CPI_delta_4Q_6M;CPI_growth_1Q_6M;CPI_growth_2Q_6M;CPI_growth_3Q_6M;CPI_growth_4Q_6M;CPI_delta_1Q_12M;CPI_delta_2Q_12M;CPI_delta_3Q_12M;CPI_delta_4Q_12M;CPI_growth_1Q_12M;CPI_growth_2Q_12M;CPI_growth_3Q_12M;CPI_growth_4Q_12M;GDP_lag_1M;GDP_lag_3M;GDP_lag_6M;GDP_lag_12M;GDP_delta_1Q;GDP_delta_2Q;GDP_delta_3Q;GDP_delta_4Q;GDP_growth_1Q;GDP_growth_2Q;GDP_growth_3Q;GDP_growth_4Q;GDP_delta_1Q_1M;GDP_delta_2Q_1M;GDP_delta_3Q_1M;GDP_delta_4Q_1M;GDP_growth_1Q_1M;GDP_growth_2Q_1M;GDP_growth_3Q_1M;GDP_growth_4Q_1M;GDP_delta_1Q_3M;GDP_delta_2Q_3M;GDP_delta_3Q_3M;GDP_delta_4Q_3M;GDP_growth_1Q_3M;GDP_growth_2Q_3M;GDP_growth_3Q_3M;GDP_growth_4Q_3M;GDP_delta_1Q_6M;GDP_delta_2Q_6M;GDP_delta_3Q_6M;GDP_delta_4Q_6M;GDP_growth_1Q_6M;GDP_growth_2Q_6M;GDP_growth_3Q_6M;GDP_growth_4Q_6M;GDP_delta_1Q_12M;GDP_delta_2Q_12M;GDP_delta_3Q_12M;GDP_delta_4Q_12M;GDP_growth_1Q_12M;GDP_growth_2Q_12M;GDP_growth_3Q_12M;GDP_growth_4Q_12M;SGRIDR_lag_1M;SGRIDR_lag_3M;SGRIDR_lag_6M;SGRIDR_lag_12M;SGRIDR_delta_1Q;SGRIDR_delta_2Q;SGRIDR_delta_3Q;SGRIDR_delta_4Q;SGRIDR_growth_1Q;SGRIDR_growth_2Q;SGRIDR_growth_3Q;SGRIDR_growth_4Q;SGRIDR_delta_1Q_1M;SGRIDR_delta_2Q_1M;SGRIDR_delta_3Q_1M;SGRIDR_delta_4Q_1M;SGRIDR_growth_1Q_1M;SGRIDR_growth_2Q_1M;SGRIDR_growth_3Q_1M;SGRIDR_growth_4Q_1M;SGRIDR_delta_1Q_3M;SGRIDR_delta_2Q_3M;SGRIDR_delta_3Q_3M;SGRIDR_delta_4Q_3M;SGRIDR_growth_1Q_3M;SGRIDR_growth_2Q_3M;SGRIDR_growth_3Q_3M;SGRIDR_growth_4Q_3M;SGRIDR_delta_1Q_6M;SGRIDR_delta_2Q_6M;SGRIDR_delta_3Q_6M;SGRIDR_delta_4Q_6M;SGRIDR_growth_1Q_6M;SGRIDR_growth_2Q_6M;SGRIDR_growth_3Q_6M;SGRIDR_growth_4Q_6M;SGRIDR_delta_1Q_12M;SGRIDR_delta_2Q_12M;SGRIDR_delta_3Q_12M;SGRIDR_delta_4Q_12M;SGRIDR_growth_1Q_12M;SGRIDR_growth_2Q_12M;SGRIDR_growth_3Q_12M;SGRIDR_growth_4Q_12M;UNEMP_lag_1M;UNEMP_lag_3M;UNEMP_lag_6M;UNEMP_lag_12M;UNEMP_delta_1Q;UNEMP_delta_2Q;UNEMP_delta_3Q;UNEMP_delta_4Q;UNEMP_growth_1Q;UNEMP_growth_2Q;UNEMP_growth_3Q;UNEMP_growth_4Q;UNEMP_delta_1Q_1M;UNEMP_delta_2Q_1M;UNEMP_delta_3Q_1M;UNEMP_delta_4Q_1M;UNEMP_growth_1Q_1M;UNEMP_growth_2Q_1M;UNEMP_growth_3Q_1M;UNEMP_growth_4Q_1M;UNEMP_delta_1Q_3M;UNEMP_delta_2Q_3M;UNEMP_delta_3Q_3M;UNEMP_delta_4Q_3M;UNEMP_growth_1Q_3M;UNEMP_growth_2Q_3M;UNEMP_growth_3Q_3M;UNEMP_growth_4Q_3M;UNEMP_delta_1Q_6M;UNEMP_delta_2Q_6M;UNEMP_delta_3Q_6M;UNEMP_delta_4Q_6M;UNEMP_growth_1Q_6M;UNEMP_growth_2Q_6M;UNEMP_growth_3Q_6M;UNEMP_growth_4Q_6M;UNEMP_delta_1Q_12M;UNEMP_delta_2Q_12M;UNEMP_delta_3Q_12M;UNEMP_delta_4Q_12M;UNEMP_growth_1Q_12M;UNEMP_growth_2Q_12M;UNEMP_growth_3Q_12M;UNEMP_growth_4Q_12M;USDIDR_lag_1M;USDIDR_lag_3M;USDIDR_lag_6M;USDIDR_lag_12M;USDIDR_delta_1Q;USDIDR_delta_2Q;USDIDR_delta_3Q;USDIDR_delta_4Q;USDIDR_growth_1Q;USDIDR_growth_2Q;USDIDR_growth_3Q;USDIDR_growth_4Q;USDIDR_delta_1Q_1M;USDIDR_delta_2Q_1M;USDIDR_delta_3Q_1M;USDIDR_delta_4Q_1M;USDIDR_growth_1Q_1M;USDIDR_growth_2Q_1M;USDIDR_growth_3Q_1M;USDIDR_growth_4Q_1M;USDIDR_delta_1Q_3M;USDIDR_delta_2Q_3M;USDIDR_delta_3Q_3M;USDIDR_delta_4Q_3M;USDIDR_growth_1Q_3M;USDIDR_growth_2Q_3M;USDIDR_growth_3Q_3M;USDIDR_growth_4Q_3M;USDIDR_delta_1Q_6M;USDIDR_delta_2Q_6M;USDIDR_delta_3Q_6M;USDIDR_delta_4Q_6M;USDIDR_growth_1Q_6M;USDIDR_growth_2Q_6M;USDIDR_growth_3Q_6M;USDIDR_growth_4Q_6M;USDIDR_delta_1Q_12M;USDIDR_delta_2Q_12M;USDIDR_delta_3Q_12M;USDIDR_delta_4Q_12M;USDIDR_growth_1Q_12M;USDIDR_growth_2Q_12M;USDIDR_growth_3Q_12M;USDIDR_growth_4Q_12M
30/09/2013;;07.09;05.52;9148.82;6.091.666.666.666.660;11580.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.18;05.41;05.02;0,18125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.543.333.333.333.330;05.59;05.54;0,273611111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.607.654.999.999.990;7974.05.00;7857.83;7.767.475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.17;6.073.333.333.333.330;5.928.333.333.333.330;6.088.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10929.0;10036.5;9693.05.00;9594.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2013;;0,35625;05.54;9104.34.00;6.013.333.333.333.330;11273.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.09;0,359722222;0,226388889;04.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.52;5.566.666.666.666.660;5.556.666.666.666.660;5.916.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9148.82;8066.49.00;7887.68;7890.57.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.091.666.666.666.660;6.121.666.666.666.660;5.976.666.666.666.660;6.046.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11580.0;10278.0;9723.00.00;9608.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2013;;08.07;05.56;9362.94;59.350.000.000.000.000;11721.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,35625;08.18;04.09;03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.54;5.543.333.333.333.330;5.573.333.333.333.330;58.933.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9104.34.00;8.607.654.999.999.990;7882.51.00;7879.33.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.013.333.333.333.330;06.17;6.025;6.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11273.0;10929.0;9795.00.00;9594.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2013;;08.08;05.58;9621.54.00;58.566.666.666.666.600;12170.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.07;07.09;05.41;0,170138889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.56;05.52;05.59;0,26875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9362.94;9148.82;7974.05.00;8016.14.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.350.000.000.000.000;6.091.666.666.666.660;6.073.333.333.333.330;5.963.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11721.5;11580.0;10036.5;9638.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2014;;08.22;5.426.666.666.666.660;9573.84;5.778.333.333.333.330;12210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.08;0,35625;0,359722222;0,183333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.58;05.54;5.566.666.666.666.660;0,261111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9621.54.00;9104.34.00;8066.49.00;7873.29.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.566.666.666.666.600;6.013.333.333.333.330;6.121.666.666.666.660;5.921.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12170.0;11273.0;10278.0;9740.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2014;;0,34375;5.273.333.333.333.330;9166.22.00;05.07;11609.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.22;08.07;08.18;04.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.426.666.666.666.660;05.56;5.543.333.333.333.330;0,253472222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9573.84;9362.94;8.607.654.999.999.990;7827.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.778.333.333.333.330;59.350.000.000.000.000;06.17;0,269444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12210.0;11721.5;10929.0;9664.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2014;;07.32;05.12;9011.07.00;0,259722222;11360.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,34375;08.08;07.09;05.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.273.333.333.333.330;05.58;05.52;05.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9166.22.00;9621.54.00;9148.82;7857.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.07;58.566.666.666.666.600;6.091.666.666.666.660;5.928.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11609.0;12170.0;11580.0;9693.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2014;;07.25;50.600.000.000.000.000;9203.06.00;0,2625;11562.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.32;08.22;0,35625;0,226388889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.12;5.426.666.666.666.660;05.54;5.556.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9011.07.00;9573.84;9104.34.00;7887.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,259722222;5.778.333.333.333.330;6.013.333.333.333.330;5.976.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11360.0;12210.0;11273.0;9723.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2014;;07.32;05.00;9.357.595;0,265277778;11708.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.25;0,34375;08.07;04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.600.000.000.000.000;5.273.333.333.333.330;05.56;5.573.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9203.06.00;9166.22.00;9362.94;7882.51.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2625;05.07;59.350.000.000.000.000;6.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11562.0;11609.0;11721.5;9795.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2014;;06.07;0,231944444;9512.13.00;0,268055556;11855.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.32;07.32;08.08;05.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.00;05.12;05.58;05.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.357.595;9011.07.00;9621.54.00;7974.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,265277778;0,259722222;58.566.666.666.666.600;6.073.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11708.5;11360.0;12170.0;10036.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2014;;04.53;49.366.666.666.666.600;9281.83;05.09;11580.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.07;07.25;08.22;0,359722222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,231944444;50.600.000.000.000.000;5.426.666.666.666.660;5.566.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9512.13.00;9203.06.00;9573.84;8066.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,268055556;0,2625;5.778.333.333.333.330;6.121.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11855.0;11562.0;12210.0;10278.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2014;;0,19375;4.933.333.333.333.330;9.423.165;0,273611111;11881.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.53;07.32;0,34375;08.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.366.666.666.666.600;05.00;5.273.333.333.333.330;5.543.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9281.83;9.357.595;9166.22.00;8.607.654.999.999.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.09;0,265277778;05.07;06.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11580.0;11708.5;11609.0;10929.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2014;;04.53;0,23125;9564.05.00;5.918.333.333.333.330;12183.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,19375;06.07;07.32;07.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.933.333.333.333.330;0,231944444;05.12;05.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.423.165;9512.13.00;9011.07.00;9148.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,273611111;0,268055556;0,259722222;6.091.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11881.5;11855.0;11360.0;11580.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2014;;0,224305556;0,234027778;9423.83;58.966.666.666.666.600;12085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.53;04.53;07.25;0,35625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,23125;49.366.666.666.666.600;50.600.000.000.000.000;05.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9564.05.00;9281.83;9203.06.00;9104.34.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.918.333.333.333.330;05.09;0,2625;6.013.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12183.0;11580.0;11562.0;11273.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2014;;06.23;05.01;9.399.654.999.999.990;5.875;12235.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,224305556;0,19375;07.32;08.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,234027778;4.933.333.333.333.330;05.00;05.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9423.83;9.423.165;9.357.595;9362.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.966.666.666.666.600;0,273611111;0,265277778;59.350.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12085.0;11881.5;11708.5;11721.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2014;;08.36;05.05;9375.48.00;58.533.333.333.333.300;12385.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.23;04.53;06.07;08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.01;0,23125;0,231944444;05.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.399.654.999.999.990;9564.05.00;9512.13.00;9621.54.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.875;5.918.333.333.333.330;0,268055556;58.566.666.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12235.0;12183.0;11855.0;12170.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2015;;0,316666667;4.976.666.666.666.660;9418.32.00;5.831.666.666.666.660;12615.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.36;0,224305556;04.53;08.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.05;0,234027778;49.366.666.666.666.600;5.426.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9375.48.00;9423.83;9281.83;9573.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.533.333.333.333.300;58.966.666.666.666.600;05.09;5.778.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12385.0;12085.0;11580.0;12210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2015;;06.29;4.903.333.333.333.330;9461.16.00;0,264583333;12845.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,316666667;06.23;0,19375;0,34375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.976.666.666.666.660;05.01;4.933.333.333.333.330;5.273.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9418.32.00;9.399.654.999.999.990;9.423.165;9166.22.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.831.666.666.666.660;5.875;0,273611111;05.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12615.0;12235.0;11881.5;11609.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2015;;06.38;0,224305556;9504.00.00;5.871.666.666.666.660;13075.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.29;08.36;04.53;07.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.903.333.333.333.330;05.05;0,23125;05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9461.16.00;9375.48.00;9564.05.00;9011.07.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,264583333;58.533.333.333.333.300;5.918.333.333.333.330;0,259722222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12845.0;12385.0;12183.0;11360.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2015;;0,304861111;04.08;9800.86;5.933.333.333.333.330;12964.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.38;0,316666667;0,224305556;07.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,224305556;4.976.666.666.666.660;0,234027778;50.600.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9504.00.00;9418.32.00;9423.83;9203.06.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.871.666.666.666.660;5.831.666.666.666.660;58.966.666.666.666.600;0,2625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13075.0;12615.0;12085.0;11562.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2015;;07.15;47.700.000.000.000.000;9.857.835;5.994.999.999.999.990;13148.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,304861111;06.29;06.23;07.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.08;4.903.333.333.333.330;05.01;05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9800.86;9461.16.00;9.399.654.999.999.990;9.357.595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.933.333.333.333.330;0,264583333;5.875;0,265277778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12964.0;12845.0;12235.0;11708.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2015;;07.26;0,218055556;9914.81;6.056.666.666.666.660;13333.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.15;06.38;08.36;06.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.700.000.000.000.000;0,224305556;05.05;0,231944444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.857.835;9504.00.00;9375.48.00;9512.13.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.994.999.999.999.990;5.871.666.666.666.660;58.533.333.333.333.300;0,268055556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13148.5;13075.0;12385.0;11855.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2015;;07.26;4.753.333.333.333.330;9830.89;6.118.333.333.333.330;13531.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.26;0,304861111;0,316666667;04.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,218055556;04.08;4.976.666.666.666.660;49.366.666.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9914.81;9800.86;9418.32.00;9281.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.056.666.666.666.660;5.933.333.333.333.330;5.831.666.666.666.660;05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13333.0;12964.0;12615.0;11580.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2015;;07.18;4.766.666.666.666.660;9959.49.00;06.18;14053.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.26;07.15;06.29;0,19375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.753.333.333.333.330;47.700.000.000.000.000;4.903.333.333.333.330;4.933.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9830.89;9.857.835;9461.16.00;9.423.165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.118.333.333.333.330;5.994.999.999.999.990;0,264583333;0,273611111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13531.0;13148.5;12845.0;11881.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
