ec_number,pd_segment,tenor,period,ecl_bucket,avg_marginal_pd_loan,avg_marginal_pd_client,avg_marginal_pd_balance,wa_marginal_pd_loan,wa_marginal_pd_client,wa_marginal_pd_balance,pt_date
EC1,Digital_SPL,12,29,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,20,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,24,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SPL,12,7,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,17,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,23,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,27,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,18,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,10,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,5,2,0.035384278,0.036561087,0.037074,0.034004708,0.03522163,0.036635,3/31/2024
EC1,Digital_SPL,3,13,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,22,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,6,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,27,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,20,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,12,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,7,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,28,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,12,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,24,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,17,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,19,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,23,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,10,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,2,3,0.052380489,0.051623345,0.049656,0.049587256,0.049512615,0.044455,3/31/2024
EC1,Digital_SPL,12,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,20,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,6,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,7,1,0.024548193,0.024297066,0.027306,0.000462185,0.000748954,0.000905,3/31/2024
EC1,Digital_SPL,18,3,4,0.003333333,0.004273504,0.005206,0.006060606,0.007751938,0.009683,3/31/2024
EC1,Digital_SPL,3,22,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,7,2,0.001504325,0.001182499,0.000365,0.001504325,0.001182499,0.000365,3/31/2024
EC1,Digital_BCL,6,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,27,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,13,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,17,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,4,3,0.001242633,0.001307874,0.001772,0.000199025,8.12427E-05,0.000486,3/31/2024
EC1,Digital_BCL,12,12,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,12,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,27,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,19,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,27,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,23,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,19,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,5,1,0.008140438,0.009795122,0.008453,0.008025242,0.009637351,0.008648,3/31/2024
EC1,Digital_SPL,12,15,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,3,3,0.933247112,0.933049097,0.946335,0.920885428,0.920778971,0.941172,3/31/2024
EC1,Digital_BCL,6,2,1,0.033952535,0.033575589,0.031867,0.031155515,0.033789729,0.032585,3/31/2024
EC1,Digital_SPL,3,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,25,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,6,1,0.118143932,0.122823823,0.121816,0.050945169,0.054138429,0.059958,3/31/2024
EC1,Digital_BCL,12,3,1,0.228394049,0.225799044,0.234381,0.269807308,0.254440877,0.257625,3/31/2024
EC1,Digital_SPL,1,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,20,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,21,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,20,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,25,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,4,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,21,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,25,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,23,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,24,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,16,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,18,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,10,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,3,2,4,0.052132701,0.052132701,0.046461,0.052132701,0.052132701,0.046461,3/31/2024
EC1,Digital_SPL,6,25,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,29,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,5,1,0.37429838,0.381460329,0.455769,0.37429838,0.381460329,0.455769,3/31/2024
EC1,Digital_BCL,2,23,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,8,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,8,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,19,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,10,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,24,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,22,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,19,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,31,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,18,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,2,2,0.010391234,0.012521413,0.009339,0.010860612,0.013352705,0.009739,3/31/2024
EC1,Digital_SCL,12,13,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,27,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,23,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,17,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,21,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,7,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,3,4,0.008522591,0.008865792,0.009153,0.009171244,0.009641397,0.010064,3/31/2024
EC1,Digital_SCL,12,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,20,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,23,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,19,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,22,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,17,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,21,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,15,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,29,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,15,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,22,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,16,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,25,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,9,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,9,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,12,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,31,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,9,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,17,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,27,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,23,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,12,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,2,3,0.036797691,0.037851823,0.037261,0.042103237,0.047772561,0.040946,3/31/2024
EC1,Digital_SPL,6,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,2,4,0.941305452,0.942978585,0.972111,0.932835821,0.937581274,0.966189,3/31/2024
EC1,Digital_BCL,3,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,2,4,0.948674445,0.946321449,0.955031,0.950633995,0.94842827,0.95668,3/31/2024
EC1,Digital_SCL,6,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,22,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,3,3,0.001454898,0.001534527,0.000848,0.001454898,0.001534527,0.000848,3/31/2024
EC1,Digital_BCL,2,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,20,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,19,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,19,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,17,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,27,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,12,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,3,2,0.291564482,0.282615808,0.307335,0.313773896,0.29237469,0.324761,3/31/2024
EC1,Digital_SPL,6,21,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,4,1,0.020936958,0.026485064,0.027732,0.022486869,0.028581771,0.031116,3/31/2024
EC1,Digital_BCL,6,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,23,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,24,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,20,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,2,4,0.965126365,0.966491244,0.974952,0.96360637,0.964131426,0.974453,3/31/2024
EC1,Digital_SCL,12,12,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,2,3,0.399159358,0.373841332,0.414527,0.399159358,0.373841332,0.414527,3/31/2024
EC1,Digital_SPL,12,29,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,13,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,18,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,21,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,3,3,0.932404563,0.950920681,0.946036,0.924484848,0.945424013,0.940023,3/31/2024
EC1,Digital_SCL,12,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,2,4,1,0.000501253,0.000501253,0.000425,0.000501253,0.000501253,0.000425,3/31/2024
EC1,Digital_BCL,12,25,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,3,3,0.968728464,0.957263692,0.974914,0.972020725,0.962457338,0.970762,3/31/2024
EC1,Digital_SPL,3,29,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,24,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,5,1,0.254933735,0.273322533,0.320109,0.200457959,0.230695746,0.267917,3/31/2024
EC1,Digital_SPL,3,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,17,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,24,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,18,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,30,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,21,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,7,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,21,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,20,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,3,3,0.874016508,0.868925468,0.899027,0.8731412,0.865707202,0.902196,3/31/2024
EC1,Digital_BCL,3,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,4,2,0.515801056,0.531992361,0.582021,0.396969697,0.443515305,0.456477,3/31/2024
EC1,Digital_BCL,12,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,24,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,23,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,25,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,3,4,1,0.111359007,0.111359007,0.127904,0.111359007,0.111359007,0.127904,3/31/2024
EC1,Digital_BCL,12,10,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,3,3,0.987676056,0.990990991,0.986424,0.977707006,0.983739837,0.975128,3/31/2024
EC1,Digital_SPL,12,21,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,2,2,0.003892667,0.0042453,0.002163,0.00394643,0.004468869,0.002212,3/31/2024
EC1,Digital_BCL,12,23,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,9,4,0,0.000359712,0,0,0.000577034,0,3/31/2024
EC1,Digital_SCL,6,2,3,0.024967916,0.030370316,0.008249,0.024284717,0.031377106,0.007304,3/31/2024
EC1,Digital_BCL,3,7,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,22,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,18,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_BCL,6,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,3,2,0.263799102,0.276881588,0.28509,0.307891155,0.342119517,0.316135,3/31/2024
EC1,Digital_SCL,6,5,1,0.086447908,0.096499202,0.124449,0.076539787,0.093528406,0.114116,3/31/2024
EC1,Digital_SCL,6,12,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,19,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,24,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,18,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,21,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,12,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,6,16,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,4,2,0.62191846,0.621231503,0.618256,0.524914323,0.529526725,0.53134,3/31/2024
EC1,Digital_SCL,6,4,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,28,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,8,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,11,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,6,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,9,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,26,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,18,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,3,3,2,0.036700227,0.036700227,0.03352,0.036700227,0.036700227,0.03352,3/31/2024
EC1,Digital_BCL,2,13,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,3,3,0.837256427,0.8358146,0.864099,0.821158949,0.815101231,0.852272,3/31/2024
EC1,Digital_BCL,12,16,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,4,3,0.001161755,0.001345965,0.001121,0.001055922,0.001300676,0.001028,3/31/2024
EC1,Digital_SPL,6,26,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,2,3,0.022524852,0.028051506,0.008455,0.022617403,0.028885273,0.007986,3/31/2024
EC1,Digital_SPL,12,28,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,4,3,0.022313259,0.023737934,0.024833,0.018425408,0.019121718,0.021312,3/31/2024
EC1,Digital_SPL,1,16,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,4,1,0.179567055,0.193894036,0.211434,0.160020766,0.157189942,0.219169,3/31/2024
EC1,Digital_SPL,3,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,8,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,10,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,24,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,25,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,12,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,17,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,8,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,4,5,1,0.000668201,0.000668201,0.000767,0.000668201,0.000668201,0.000767,3/31/2024
EC1,Digital_SCL,12,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,12,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,4,3,0.007337885,0.007884356,0.009397,0.00599106,0.00606156,0.0085,3/31/2024
EC1,Digital_SCL,6,9,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,30,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,19,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,21,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,8,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,21,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,2,3,0.031958932,0.032707605,0.028695,0.037170909,0.038867643,0.032126,3/31/2024
EC1,Digital_SCL,6,3,2,0.440917248,0.457631432,0.427902,0.484158813,0.476565657,0.502689,3/31/2024
EC1,Digital_BCL,12,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,22,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,26,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,4,3,0.027528189,0.037583985,0.01615,0.017716535,0.022875817,0.014483,3/31/2024
EC1,Digital_SPL,6,3,4,0.003058482,0.003797506,0.003871,0.000394865,0.000754987,0.002047,3/31/2024
EC1,Digital_SPL,3,29,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,2,1,0.016527314,0.015547715,0.014319,0.014323049,0.016278715,0.011154,3/31/2024
EC1,Digital_SCL,3,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,20,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,13,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,15,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,13,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,20,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,26,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,15,3,0,0,0,0,0,0,3/31/2024
