ec_number,pd_segment,tenor,period,ecl_bucket,avg_marginal_pd_loan,avg_marginal_pd_client,avg_marginal_pd_balance,wa_marginal_pd_loan,wa_marginal_pd_client,wa_marginal_pd_balance,pt_date
EC1,Digital_BCL,12,7,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,7,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,22,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,1,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,12,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,4,2,0.519882999,0.514694478,0.569759,0.455339643,0.432424288,0.524136,3/31/2024
EC1,Digital_SPL,12,25,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,13,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,27,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,8,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,5,2,0.019386709,0.022328257,0.021755,0.004387064,0.004511907,0.005504,3/31/2024
EC1,Digital_SPL,12,8,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,9,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,23,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,27,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,30,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,22,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SPL,3,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,4,2,0.606625702,0.596461847,0.619651,0.592825884,0.580850616,0.602932,3/31/2024
EC1,Digital_BCL,2,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,25,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,27,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,4,3,0.000321337,0.000337838,0.00025,0.000276396,0.000291121,0.000224,3/31/2024
EC1,Digital_SCL,12,2,4,0.96922722,0.981513315,0.97382,0.973043027,0.988153098,0.976508,3/31/2024
EC1,Digital_BCL,2,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,15,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,25,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,28,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,12,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,18,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,22,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,24,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,27,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,30,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,17,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,21,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,12,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,19,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,11,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,4,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,3,15,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,4,3,0.045477667,0.05121808,0.046729,0.036603404,0.039851846,0.042337,3/31/2024
EC1,Digital_SPL,12,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,7,1,0.00574587,0.006145534,0.006862,0.004253352,0.004547215,0.00538,3/31/2024
EC1,Digital_BCL,3,5,2,0.007546691,0.007573692,0.008383,0.003052407,0.003209813,0.003782,3/31/2024
EC1,Digital_BCL,12,3,2,0.322274721,0.334805198,0.364558,0.371676854,0.375949099,0.406713,3/31/2024
EC1,Digital_SPL,3,25,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,17,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,17,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,13,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,5,2,0.075237653,0.076614268,0.079138,0.008238492,0.010578512,0.013053,3/31/2024
EC1,Digital_BCL,2,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,10,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,19,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,26,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,16,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,8,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,3,5,1,0.01879823,0.01879823,0.021511,0.013031133,0.013031133,0.016319,3/31/2024
EC1,Digital_SPL,1,18,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,3,2,0.260433532,0.244179761,0.154221,0.279707495,0.25915493,0.158654,3/31/2024
EC1,Digital_SPL,6,28,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,3,3,0.883974641,0.883251425,0.912571,0.86982487,0.866123187,0.904784,3/31/2024
EC1,Digital_SCL,3,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,2,2,4,0.034965035,0.034965035,0.023128,0.034965035,0.034965035,0.023128,3/31/2024
EC1,Digital_BCL,12,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,4,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,7,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,4,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,22,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,23,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,15,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,11,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,4,2,0.900703787,0.887324558,0.890007,0.905092593,0.887573964,0.91359,3/31/2024
EC1,Digital_BCL,2,12,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,3,4,0.000699644,0.001027737,0.001458,0.000848633,0.001280816,0.001718,3/31/2024
EC1,Digital_SPL,12,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,19,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,3,3,0.882010231,0.879766122,0.889202,0.873489906,0.869956929,0.882311,3/31/2024
EC1,Digital_SCL,6,3,1,0.256889341,0.263784008,0.29207,0.276848231,0.272459084,0.303829,3/31/2024
EC1,Digital_BCL,3,8,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,19,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,5,2,0.036451011,0.035018473,0.042315,0.026847662,0.027039737,0.031086,3/31/2024
EC1,Digital_BCL,6,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,4,4,1,0.000140197,0.000140197,0.000084,0.000140197,0.000140197,0.000084,3/31/2024
EC1,Digital_SCL,12,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,31,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,12,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,9,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,3,4,0.025358121,0.019724172,0.024551,0.020566603,0.012911556,0.020958,3/31/2024
EC1,Digital_SCL,3,2,3,0.028820817,0.030149771,0.003673,0.022332506,0.02661597,0.003122,3/31/2024
EC1,Digital_BCL,6,27,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,4,2,0.33793633,0.331494393,0.384214,0.320744654,0.303411449,0.369666,3/31/2024
EC1,Digital_SPL,3,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,9,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,11,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,10,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,25,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,26,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,29,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,7,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,8,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,30,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,20,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,7,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,18,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,8,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,19,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,31,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,20,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,23,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,1,5,1,1,1,1,1,1,3/31/2024
EC1,Digital_SCL,3,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,19,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,21,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,5,2,0.035015055,0.045698708,0.042147,0.025240323,0.030756434,0.037766,3/31/2024
EC1,Digital_SPL,1,18,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,25,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,14,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,4,3,2,0.000596405,0.000596405,0.000324,0.000596405,0.000596405,0.000324,3/31/2024
EC1,Digital_SPL,3,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,2,4,0.972976917,0.972504373,0.978025,0.973365917,0.972000216,0.978688,3/31/2024
EC1,Digital_BCL,6,11,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,14,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,2,4,0.959372919,0.95975296,0.968897,0.958021907,0.957217902,0.968095,3/31/2024
EC1,Digital_BCL,6,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,19,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,6,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,6,1,0.510434385,0.512980961,0.511936,0.415570175,0.416994935,0.414563,3/31/2024
EC1,Digital_SPL,24,5,1,0.739139039,0.738295639,0.738924,0.762336398,0.75379832,0.758594,3/31/2024
EC1,Digital_SPL,1,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,23,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,20,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,4,1,0.023754059,0.026200119,0.030476,0.02155891,0.02471265,0.030074,3/31/2024
EC1,Digital_SPL,1,18,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,16,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,2,4,0.949408887,0.949407183,0.952262,0.952263979,0.952189816,0.954849,3/31/2024
EC1,Digital_SCL,6,16,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,21,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,4,1,0.017026554,0.02160573,0.02285,0.016759622,0.020281133,0.022702,3/31/2024
EC1,Digital_SPL,1,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,28,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,10,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_RCL,1,4,1,7.97003E-05,7.97003E-05,0.000134,7.97003E-05,7.97003E-05,0.000134,3/31/2024
EC1,Digital_SPL,6,19,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,13,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,22,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,31,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,18,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,2,2,0.000652399,0.000831189,0.000225,0.000675517,0.000858836,0.000226,3/31/2024
EC1,Digital_BCL,3,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,16,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,11,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,5,1,0.0218952,0.021645231,0.022312,0.022210382,0.021810155,0.023059,3/31/2024
EC1,Digital_SPL,3,21,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,27,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,26,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,24,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,2,3,0.038253042,0.042635,0.017758,0.038909137,0.046317321,0.018434,3/31/2024
EC1,Digital_SPL,6,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,18,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,5,2,0.054045669,0.063981269,0.05055,0.076233184,0.08839779,0.071728,3/31/2024
EC1,Digital_BCL,3,15,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,4,2,0.973398435,0.968407284,0.981681,0.974316487,0.970548862,0.979361,3/31/2024
EC1,Digital_SCL,3,14,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,2,3,0.026210316,0.029109133,0.021767,0.02992171,0.033889493,0.025007,3/31/2024
EC1,Digital_SCL,12,2,2,0.018532582,0.017103594,0.007823,0.018181818,0.016730402,0.007685,3/31/2024
EC1,Digital_SPL,12,12,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,12,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,4,3,0.011536112,0.003497838,0.028158,0.01236476,0.004750594,0.033068,3/31/2024
EC1,Digital_BCL,12,6,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,5,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,6,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,20,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,31,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,21,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,20,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,25,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,29,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,10,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,24,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,16,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,20,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,10,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,10,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,19,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,17,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,6,19,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,23,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,30,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,5,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,23,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,14,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,11,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,13,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,24,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,30,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,20,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,15,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,24,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,18,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,2,5,0,0.000840915,0,0,0.000385588,0,3/31/2024
EC1,Digital_BCL,3,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,22,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,17,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,12,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,12,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,11,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,11,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,14,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,29,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,20,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,27,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,28,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,20,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,20,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,13,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,5,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,9,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,13,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,19,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,28,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,24,7,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,3,2,0.235436608,0.226993769,0.252599,0.246138513,0.252027352,0.247514,3/31/2024
EC1,Digital_SCL,6,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,7,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,30,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,19,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,18,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,26,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,7,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,8,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,15,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,6,1,0.000313322,0.000266948,0.000333,0.000331795,0.000266905,0.00039,3/31/2024
EC1,Digital_BCL,12,26,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,2,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,18,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,25,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,9,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,17,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,12,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_AKL,6,6,2,0.000188041,0.000197083,0.00014,0.000127324,0.000133565,0.00011,3/31/2024
EC1,Digital_BCL,2,26,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,11,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,13,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,3,9,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,6,22,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,10,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,27,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,18,3,5,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,14,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,15,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,8,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,7,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,15,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,3,24,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,23,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,2,8,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SCL,12,16,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,22,1,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,12,6,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,7,3,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,1,4,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,9,4,0,0,0,0,0,0,3/31/2024
EC1,Digital_SPL,3,10,2,0,0,0,0,0,0,3/31/2024
EC1,Digital_BCL,6,4,2,0.520580413,0.523411789,0.558346,0.434373013,0.433317209,0.48847,3/31/2024
EC1,Digital_SPL,1,26,3,0,0,0,0,0,0,3/31/2024
