;USDIDR;GDP;CPI;Birepo;USDIDRgrowth;Unemployment;GDP_lag1Q;CPI_lag1Q;Birepo_lag1Q;USDIDRgrowth_lag1Q;Unemployment_lag1Q;GDP_lag2Q;CPI_lag2Q;Birepo_lag2Q;USDIDRgrowth_lag2Q;Unemployment_lag2Q;GDP_lag3Q;CPI_lag3Q;Birepo_lag3Q;USDIDRgrowth_lag3Q;Unemployment_lag3Q;delta_GDP;delta_CPI;delta_Birepo;delta_USDIDRgrowth;delta_Unemployment;delta_GDP_lag1Q;delta_CPI_lag1Q;delta_Birepo_lag1Q;delta_USDIDRgrowth_lag1Q;delta_Unemployment_lag1Q;delta_GDP_lag2Q;delta_CPI_lag2Q;delta_Birepo_lag2Q;delta_USDIDRgrowth_lag2Q;delta_Unemployment_lag2Q;delta_GDP_lag3Q;delta_CPI_lag3Q;delta_Birepo_lag3Q;delta_USDIDRgrowth_lag3Q;delta_Unemployment_lag3Q
delta_Unemployment_lag1Q;-0,03401136543921272;-0,6872955323659774;-0,5179246786981012;-0,2518055962962755;-0,02527625600667429;0,5259087247023598;-0,847667491828413;-0,3175588976547264;-0,15186938297706248;0,24738476337047605;0,6010130955657629;-0,6202142601280849;-0,1425308894079643;-0,03108546407529392;0,19444617795025526;0,3021694331421752;-0,31246654247222383;-0,03994783856802223;0,07238987938164779;-0,030869751571740177;0,011061800414090215;-0,4468856605325941;-0,32365575445799666;-0,41112040444025694;0,10073698531390765;0,6796291920122544;-0,7048134614408635;-0,2135091163872537;-0,48790603590255044;0,29485978084800507;1,0;-0,5850294840483412;-0,0577663598513679;-0,41273339284187904;0,22180560849143685;0,6858889862863997;-0,38858688001971814;-0,0004372528037724348;-0,3368648170490249;-0,07950708960142487;0,37991673959012795
delta_GDP_lag2Q;0,027788537436203905;0,3879760052761009;0,3220875736705038;-0,012065104399814956;0,07831935031962263;-0,2401584759268575;0,5136122788298814;0,13380124235025548;-0,04178557534027731;-0,05755610437603528;-0,22542775632010087;0,7457797482510191;-0,014059814662411359;-0,09049803786002977;-0,12973612108695412;-0,18673020397393456;0,35722445580397755;-0,11335426469605077;-0,12896737523429344;-0,19901017692389794;-0,007904093554561273;0,2602706655799538;0,33247777659978867;0,14156537154921206;0,0744054827874732;-0,396569422086946;0,5835422514394041;0,28724960049363;0,14422595241281513;-0,08183898209148778;-0,5850294840483412;1,0;0,15653497784621787;0,10717260634489481;-0,13946145817724234;-0,704604771902033;0,5839614615869606;0,014786192175164591;0,059558014075488316;-0,19928861824618205;-0,44953407768507603
delta_CPI_lag2Q;0,3966422896927178;0,06416612393175772;0,3988369000931377;-0,06718077580473758;0,38569769015704786;-0,10376422572574846;0,12375121270289112;0,5123586661159949;-0,06566087575100987;0,44881462008685974;-0,03219092816433858;0,2168907782507436;0,5476087364959258;-0,045452900343071305;0,33392749583361325;-0,10673590328591082;0,26702502843703557;0,20748194779969928;0,03421470497994547;-0,0009402206062108037;-0,13164037384664537;-0,08648641336364735;0,3292024189051622;-0,18712274297618373;0,37192662447209124;-0,06060163167587939;0,014034587197591639;0,6632705230210081;-0,24202763227770155;0,5772466836937745;-0,0577663598513679;0,15653497784621787;1,0;-0,2623853369054922;0,45566955095110406;-0,20695688950601418;0,2754573446439527;0,6257237700066011;-0,14142563961436175;0,13688899362555584;-0,3357756819403524
delta_Birepo_lag2Q;-0,2374340044819373;0,33956225552145064;0,35540092924836564;0,32728433375643384;-0,21816758407322867;-0,4450954573065646;0,3769588614576777;0,2933765488344653;0,36003692811140603;-0,2797088072378838;-0,43325385502793645;0,38842258008922476;0,21604731458375256;0,3644925182068113;-0,1353519363932335;-0,41525446053532783;0,37785519125851486;0,2398296324288649;0,06778967671330101;-0,006605925095311025;-0,263860971730347;0,0043059403088934484;-0,021449068795943424;0,41107347502804814;-0,24712283344081043;-0,2729162407620643;0,05878590437275626;-0,15513430057916766;0,7243945721086604;-0,47389238619253793;-0,41273339284187904;0,10717260634489481;-0,2623853369054922;1,0;-0,4126858553977914;-0,48930039166418254;0,14537269761719468;-0,24417361890798397;0,7284864107775372;-0,2992125272869936;-0,4154393071281973
delta_USDIDRgrowth_lag2Q;0,2128668480059875;0,1251184558867402;0,07282464368731588;0,020682824301877244;0,23453702195133563;-0,11700541560562049;-0,12668693145373391;0,16427955754198034;-0,16297448699473016;0,43458759939727976;0,08425720586546401;-0,10811382375601003;0,2373020192869681;-0,18370704925269346;0,761598431327187;0,15282862805216985;-0,09437459613498328;0,2386211641257255;-0,15532492052804436;0,3461889754453234;0,08930561027988902;0,060314026462819526;-0,02451608155358069;-0,027910100932084955;0,1286724990218165;-0,12665321109780203;-0,20042493888145552;0,16501864713825107;-0,3043955774626544;0,5128669887158023;0,22180560849143685;-0,13946145817724234;0,45566955095110406;-0,4126858553977914;1,0;0,29462234869918713;-0,08882606213916269;0,555103788042045;-0,46068995231784543;0,49216977491363173;0,09652343318561361
delta_Unemployment_lag2Q;-0,10194051397203766;-0,45494480719108227;-0,581092681137888;-0,30588595735855884;-0,14918657832493495;0,46647883004688234;-0,6847361841723403;-0,45153862090125163;-0,2384369441719753;0,00030526907369596865;0,5322231206200222;-0,84482759854416;-0,2546601922230318;-0,15462563463426016;0,23997739978453028;0,6032191250643362;-0,6167820425781066;-0,115054994030689;-0,04400772137516563;0,19788287442881597;0,3034153416143561;-0,09907095718553202;-0,3147427856259216;-0,255438290559896;-0,055233673605847876;0,3871146030744763;-0,44712841430468225;-0,32277283366647624;-0,4138271588836852;0,10807486149918549;0,6858889862863997;-0,704604771902033;-0,20695688950601418;-0,48930039166418254;0,29462234869918713;1,0;-0,5860683401527426;-0,06415862075550191;-0,4150581111291733;0,21733040906124157;0,6887078184214798
delta_GDP_lag3Q;0,14338556605550043;0,22007733252439204;0,5051341914585505;0,07293252228920061;0,2543769926852797;-0,24896745531472683;0,38993751339123733;0,2844944611213205;0,0026857754973251334;0,06605080655007674;-0,2414146803045072;0,5159560048722727;0,10722378101354121;-0,02555114775418468;-0,06033317394210543;-0,23057856847346192;0,7477163314261667;-0,020383426281362867;-0,07295305368564627;-0,1282969515077625;-0,19196529132252096;-0,09310403416366993;0,3791214119345409;0,15534680478545626;0,2587184796191163;-0,20325180016809916;0,26042114760077495;0,32541264001886505;0,14090494190517855;0,07037307643417896;-0,38858688001971814;0,5839614615869606;0,2754573446439527;0,14537269761719468;-0,08882606213916269;-0,5860683401527426;1,0;0,1536951153074044;0,11253619715051116;-0,13945716858766116;-0,7120406223961769
delta_CPI_lag3Q;0,5109267251566098;-0,019117897820563324;0,16374675650943296;0,2664523386325395;0,30361116192266835;-0,09294278120044194;0,07730089827822775;0,34371499289368623;-0,006631420018459533;0,3508157563180887;-0,07998952959854962;0,13769222247870586;0,42504512891621854;-0,009640992522423937;0,3838603716828188;-0,055022639795281734;0,23153847225933355;0,48759768491724065;0,002344098219749331;0,3070439958386635;-0,13252912764550726;-0,20700439058027345;-0,0653264325431355;0,1006861592511266;0,15757771943402824;-0,0031352820927036226;-0,086559977204683;0,29490779345445023;-0,19729071504758577;0,36943490177084704;-0,0004372528037724348;0,014786192175164591;0,6257237700066011;-0,24417361890798397;0,555103788042045;-0,06415862075550191;0,1536951153074044;1,0;-0,24715205300341211;0,4568996196595495;-0,2282004312916552
delta_Birepo_lag3Q;-0,23613947660192128;0,23506393101736786;0,33779837761387743;0,24896490945000724;-0,12846570756804748;-0,40207075767496664;0,3317033665588394;0,307034586775589;0,29569046840677266;-0,23083718481302032;-0,4454693835241283;0,36984099539804144;0,23541276623220533;0,3340176598246298;-0,26957323138263717;-0,42855192688337257;0,3814587563953298;0,18353127100852978;0,344945476399897;-0,144490711655125;-0,40986581336631867;-0,08802866565664723;0,028050821395952098;0,10060572991290816;-0,05939107606684959;-0,09265578538190998;0,0022154569962970746;-0,005324179762885331;0,42102762760756374;-0,2565719336598504;-0,3368648170490249;0,059558014075488316;-0,14142563961436175;0,7284864107775372;-0,46068995231784543;-0,4150581111291733;0,11253619715051116;-0,24715205300341211;1,0;-0,40678126598761516;-0,4846442162326665
delta_USDIDRgrowth_lag3Q;0,2171310848560449;0,2672884030477341;-0,08060939745097093;0,30823783671674737;-0,056452952879899675;-0,23664066346487675;0,12343008710667326;0,037433241959004784;0,06187902679678705;0,18051412751709814;-0,12522702185111662;-0,1274682162323915;0,1043518992621687;-0,10821889227137396;0,35172238302697945;0,07732716871818453;-0,10949606076908706;0,18541155021220274;-0,1350809400658682;0,6991945194553503;0,14625848525224436;0,2437026267355048;-0,21091477649134444;0,3140098976902483;-0,24932537943169017;-0,3005935867759138;0,06202975975211032;-0,03551956989303299;-0,02468477827869264;0,11302527808749059;-0,07950708960142487;-0,19928861824618205;0,13688899362555584;-0,2992125272869936;0,49216977491363173;0,21733040906124157;-0,13945716858766116;0,4568996196595495;-0,40678126598761516;1,0;0,29086939255663025
delta_Unemployment_lag3Q;-0,1543558130803665;-0,229174435293397;-0,5865733369202898;-0,3448829987578531;-0,3327751696854503;0,4549209692305124;-0,4497653565499391;-0,5182810105809333;-0,2721367715232321;-0,10512823338279831;0,4571243824507299;-0,6811867256968954;-0,37994115723275984;-0,2195624482042074;0,011979679957755108;0,5295066567836445;-0,8419529648400759;-0,2229598586144336;-0,14620497896387227;0,23998412774070704;0,6009024850474243;0,25520959552037875;-0,2619746466563686;-0,18818311553438394;-0,2957004774933747;0,13076707016681505;-0,09989098255875255;-0,33169486805734777;-0,26269859876845286;-0,04464989560654871;0,37991673959012795;-0,44953407768507603;-0,3357756819403524;-0,4154393071281973;0,09652343318561361;0,6887078184214798;-0,7120406223961769;-0,2282004312916552;-0,4846442162326665;0,29086939255663025;1,0
