qoq_date,pt_date,pd_segment,tenor,odr_loan,odr_client,odr_balance,zs_odr_balance,zs_odr_loan,zs_odr_client
9/30/2021,6/30/2021,Digital_SPL,6,0.0,0.0,0.0,-1.6399425497087607,-1.6105821539085705,-1.6602631162491208
10/31/2021,7/31/2021,Digital_SPL,6,0.001802528,0.001598107,0.001808534,-1.5852505307752236,-1.5615359212118103,-1.6112295544999278
11/30/2021,8/31/2021,Digital_SPL,6,0.005710322,0.005617011,0.004975896,-1.489466087423113,-1.4552060479144175,-1.4879204284851626
12/31/2021,9/30/2021,Digital_SPL,6,0.011932514,0.012012926,0.010299194,-1.328483813932617,-1.2859021165935618,-1.2916791923882744
1/31/2022,10/31/2021,Digital_SPL,6,0.017547262,0.018089333,0.015926898,-1.1582959746548689,-1.1331265497553942,-1.1052411892710061
2/28/2022,11/30/2021,Digital_SPL,6,0.024251415,0.024008349,0.022780541,-0.9510344176591448,-0.9507086078023802,-0.9236323004228496
3/31/2022,12/31/2021,Digital_SPL,6,0.030286346,0.030387429,0.030353165,-0.7220300996952259,-0.7864999907185449,-0.7279076004603052
4/30/2022,1/31/2022,Digital_SPL,6,0.040349305,0.039302824,0.03990899,-0.4330516443133708,-0.5126899701629937,-0.45436298095050637
5/31/2022,2/28/2022,Digital_SPL,6,0.052785694,0.049427922,0.050784149,-0.10417510567310886,-0.1742996490132373,-0.14370191883161815
6/30/2022,3/31/2022,Digital_SPL,6,0.061590577,0.057204611,0.057620412,0.10256086137569413,0.06527851037499267,0.0949046076936832
7/31/2022,4/30/2022,Digital_SPL,6,0.067151125,0.064165533,0.06142505,0.21761721836497663,0.21657931187683033,0.3084815451067071
8/31/2022,5/31/2022,Digital_SPL,6,0.078510552,0.073147419,0.070602102,0.4951411696636833,0.5256658281161672,0.5840662599006553
9/30/2022,6/30/2022,Digital_SPL,6,0.088538538,0.081440995,0.080978305,0.8089287406655143,0.7985242440940898,0.8385320565698549
10/31/2022,7/31/2022,Digital_SPL,6,0.094042771,0.087038364,0.084599093,0.9184252753451633,0.9482927317598493,1.0102720830477552
11/30/2022,8/31/2022,Digital_SPL,6,0.103654288,0.095505509,0.090991427,1.1117363505903584,1.2098191542902432,1.2700633718643808
12/31/2022,9/30/2022,Digital_SPL,6,0.112680828,0.10241139,0.100045634,1.3855453365824186,1.4554285325005196,1.481951526065619
1/31/2023,10/31/2022,Digital_SPL,6,0.089642198,0.078286177,0.079702694,0.7703528880888815,0.8285544933762683,0.7417350566127396
2/28/2023,11/30/2022,Digital_SPL,6,0.088995035,0.077543299,0.081531146,0.825647248826951,0.8109453871150987,0.718941867993256
3/31/2023,12/31/2022,Digital_SPL,6,0.0862907,0.075415657,0.079111746,0.7524819831433641,0.7373612632069025,0.6536609666598807
4/30/2023,1/31/2023,Digital_SPL,6,0.091529051,0.079540395,0.086292008,0.9696208510063725,0.8798951833974938,0.7802173207852571
5/31/2023,2/28/2023,Digital_SPL,6,0.095730171,0.084197621,0.089071388,1.0536723001820554,0.994206366972458,0.9231116192589807
