qoq_date,pt_date,pd_segment,tenor,odr_loan,odr_client,odr_balance,zs_odr_balance,zs_odr_loan,zs_odr_client
8/31/2022,5/31/2022,Digital_SCL,6,0.0,0.0,0.0,-1.168538623302839,-1.114781919890673,-1.2810920184366306
9/30/2022,6/30/2022,Digital_SCL,6,0.001067378,0.001417937,0.000217248,-1.1628996668449525,-1.0904317130019585,-1.2335031527315026
10/31/2022,7/31/2022,Digital_SCL,6,0.008791794,0.009681414,0.006394848,-1.0025519655347517,-0.9142137961116945,-0.9561639640295978
11/30/2022,8/31/2022,Digital_SCL,6,0.01722913,0.019073332,0.013897329,-0.8078152421351372,-0.7217319600708557,-0.6409519874639441
12/31/2022,9/30/2022,Digital_SCL,6,0.030825624,0.03016793,0.031537551,-0.3499401695662375,-0.41155370844756495,-0.2685945877526873
1/31/2023,10/31/2022,Digital_SCL,6,0.04483303,0.040959508,0.048025255,0.07801978839203204,-0.09200127803001812,0.09359284101771115
2/28/2023,11/30/2022,Digital_SCL,6,0.060550957,0.050445476,0.063549895,0.4809821585144739,0.2665734483665452,0.4119613279357764
3/31/2023,12/31/2022,Digital_SCL,6,0.086522702,0.065087992,0.085596187,1.053222550351672,0.8590696062515075,0.9033941119799095
4/30/2023,1/31/2023,Digital_SCL,6,0.11296002,0.078728808,0.097830294,1.37077482551242,1.4621869300887371,1.3612077953328086
5/31/2023,2/28/2023,Digital_SCL,6,0.125877922,0.08614617,0.103145823,1.5087463446133185,1.7568843908459744,1.610149634148157
