qoq_date,pt_date,pd_segment,tenor,odr_loan,odr_client,odr_balance,zs_odr_balance,zs_odr_loan,zs_odr_client
9/30/2021,6/30/2021,Digital_SPL,1,0.0,0.0,0.0,-1.5956439282804125,-1.6128566256416805,-1.7070229273684203
10/31/2021,7/31/2021,Digital_SPL,1,0.0,0.0,0.0,-1.5956439282804125,-1.6128566256416805,-1.7070229273684203
1/31/2022,10/31/2021,Digital_SPL,1,0.001299022,0.001793319,0.001218205,-1.5513392006907665,-1.5611585281147988,-1.623776725476535
2/28/2022,11/30/2021,Digital_SPL,1,0.006318159,0.007413593,0.006566152,-1.356840462794546,-1.361408382138225,-1.3628825599144043
3/31/2022,12/31/2021,Digital_SPL,1,0.013275452,0.014354467,0.014223102,-1.0783659171166504,-1.0845240706815351,-1.040685896459582
4/30/2022,1/31/2022,Digital_SPL,1,0.024163662,0.023095892,0.025010645,-0.6860352716369539,-0.651198274449316,-0.6349073203262925
5/31/2022,2/28/2022,Digital_SPL,1,0.033243474,0.031607057,0.03545686,-0.3061183365415677,-0.2898425727739387,-0.23981745626688689
6/30/2022,3/31/2022,Digital_SPL,1,0.038323992,0.038064191,0.041372183,-0.09098478010421263,-0.08764960371638736,0.05992390631665655
7/31/2022,4/30/2022,Digital_SPL,1,0.04235689,0.044645219,0.042792444,-0.03933150605657834,0.07285049106258219,0.36541645144897894
8/31/2022,5/31/2022,Digital_SPL,1,0.054789681,0.050193777,0.058920974,0.54724475005092,0.5676470700653538,0.622981546937755
9/30/2022,6/30/2022,Digital_SPL,1,0.052865973,0.051332704,0.059152351,0.5556596678648424,0.49108790186247275,0.6758507503433505
10/31/2022,7/31/2022,Digital_SPL,1,0.054069105,0.052767151,0.05402377,0.3691390214002205,0.5389697972219913,0.7424380471740925
11/30/2022,8/31/2022,Digital_SPL,1,0.062960008,0.059965028,0.062449156,0.6755607086922757,0.8928073537807301,1.0765648377422838
12/31/2022,9/30/2022,Digital_SPL,1,0.079973287,0.067746141,0.082132267,1.3914130249869605,1.5698968541849192,1.437765552027681
1/31/2023,10/31/2022,Digital_SPL,1,0.069294151,0.056988792,0.073588727,1.0806942113626161,1.1448917238400638,0.938407408453966
2/28/2023,11/30/2022,Digital_SPL,1,0.066563564,0.053666106,0.074822266,1.1255566190577118,1.0362206212477787,0.784167705657452
3/31/2023,12/31/2022,Digital_SPL,1,0.061212785,0.050315134,0.074548891,1.1156142818445012,0.8232718839771309,0.6286149614741499
4/30/2023,1/31/2023,Digital_SPL,1,0.054824336,0.047143182,0.068839028,0.9079530714659525,0.5690262596170274,0.4813723590239613
5/31/2023,2/28/2023,Digital_SPL,1,0.054467493,0.04760074,0.058487175,0.531467974776101,0.5548247262975107,0.5026122865802118
